outlet_name_allsides,source_type_allsides,bias_allsides,url_allsides,url_cleaned
Detroit News,News Media,Center,https://www.allsides.com/news-source/detroit-news,detroitnews.com
Deutsche Welle,News Media,Center,https://www.allsides.com/news-source/deutsche-welle-media-bias,dw.com
Diplomatic Courier,News Media,Center,https://www.allsides.com/news-source/diplomatic-courier,diplomaticourier.com
DiversityInc,Reference,Center-Left,https://www.allsides.com/news-source/diversityinc-media-bias,diversityinc.com
Divided We Fall,News Media,Center,https://www.allsides.com/news-source/divided-we-fall-media-bias,dividedwefall.org
Drudge Report,News Media,Center,https://www.allsides.com/news-source/drudge-report,drudgereport.com
Duke Chronicle,News Media,Center,https://www.allsides.com/news-source/duke-chronicle,dukechronicle.com
East Bay Times,News Media,Center-Left,https://www.allsides.com/news-source/east-bay-times,eastbaytimes.com
East Idaho News,News Media,Center,https://www.allsides.com/news-source/east-idaho-news-media-bias,eastidahonews.com
East Oregonian,News Media,Center,https://www.allsides.com/news-source/east-oregonian-media-bias,eastoregonian.com
East Texas Radio,News Media,Center,https://www.allsides.com/news-source/east-texas-radio-media-bias,easttexasradio.com
East Village Magazine,News Media,Center,https://www.allsides.com/news-source/east-village-magazine-media-bias,eastvillagemagazine.org
Ebony,News Media,Left,https://www.allsides.com/news-source/ebony-media-bias,ebony.com
Economic Policy Institute,Think Tank / Policy Group,Left,https://www.allsides.com/news-source/economic-policy-institute,epi.org
Economic Strategy Institute,,Center-Left,https://www.allsides.com/news-source/economic-strategy-institute,epi.org
Eden Prairie Local News,News Media,Center,https://www.allsides.com/news-source/eden-prairie-local-news-media-bias,eplocalnews.org
Education Week,News Media,Center,https://www.allsides.com/news-source/education-week,edweek.org
EdVotes.org,Think Tank / Policy Group,Left,https://www.allsides.com/news-source/edvotesorg,educationvotes.nea.org
El Nuevo Dia,News Media,Center,https://www.allsides.com/news-source/el-nuevo-dia-media-bias,elnuevodia.com/english
El Nuevo Dia,News Media,Center,https://www.allsides.com/news-source/el-nuevo-dia-media-bias-0,elnuevodia.com/english
El Paso Matters,News Media,Center,https://www.allsides.com/news-source/el-paso-matters-media-bias,elpasomatters.org
El Paso Times,News Media,Center,https://www.allsides.com/news-source/el-paso-times-media-bias,elpasotimes.com
Electronic Privacy Information Center,,Center,https://www.allsides.com/news-source/electronic-privacy-information-center,epic.org/content-types/news
Elle Magazine,News Media,Center-Left,https://www.allsides.com/news-source/elle-magazine-media-bias,elle.com
Employee Benefit Research Institute,,Center,https://www.allsides.com/news-source/employee-benefit-research-institute,ebri.org/media
Emporia Gazette,News Media,Center,https://www.allsides.com/news-source/emporia-gazette-media-bias,emporiagazette.com
Environmental Defense Fund,Think Tank / Policy Group,Center-Left,https://www.allsides.com/news-source/environmental-defense-fund,edf.org
Erie Gay News,News Media,Center-Left,https://www.allsides.com/news-source/erie-gay-news-media-bias,eriegaynews.com
Erie News Now WICU/WSEE,News Media,Center,https://www.allsides.com/news-source/erie-news-now-wicuwsee-media-bias,erienewsnow.com
Erraticus,News Media,Center,https://www.allsides.com/news-source/erraticus-media-bias,erraticus.co
ESPN.com,News Media,Center-Left,https://www.allsides.com/news-source/espn,espn.com
Esquire,News Media,Left,https://www.allsides.com/news-source/esquire,esquire.com
Estes Park Trail Gazette,News Media,Center,https://www.allsides.com/news-source/estes-park-trail-gazette,eptrail.com
Eurek Alert,News Media,Center,https://www.allsides.com/news-source/eurek-alert,eurekalert.org
Evansville Courier & Press,News Media,Center,https://www.allsides.com/news-source/evansville-courier-press-media-bias,courierpress.com
Everett Herald,News Media,Center,https://www.allsides.com/news-source/everett-herald-media-bias,heraldnet.com
Evie Magazine,News Media,Center-Right,https://www.allsides.com/news-source/evie-magazine-media-bias,eviemagazine.com
Face the Facts USA,Reference,Center,https://www.allsides.com/news-source/face-facts-usa,facethefactsusa.org
Fact Check Review (RealClearPolitics,Fact Check,Center,https://www.allsides.com/news-source/fact-check-review-realclearpolitics-media-bias,realclearpolitics.com/fact_check_review
FactCheck.org,Fact Check,Center-Left,https://www.allsides.com/news-source/factcheckorg-media-bias,factcheck.org
FAIR,News Media,Center-Left,https://www.allsides.com/news-source/fair-media-bias,fair.org
Fairbanks News Miner,News Media,Center,https://www.allsides.com/news-source/fairbanks-news-miner,newsminer.com
Fairmont Sentinel,News Media,Center,https://www.allsides.com/news-source/fairmont-sentinel-media-bias,fairmontsentinel.com
Falls Church News - Press,News Media,Left,https://www.allsides.com/news-source/falls-church-news-press,fcnp.com
Family Research Council,Think Tank / Policy Group,Center-Right,https://www.allsides.com/news-source/family-research-council,frc.org/newsroom
Fayetteville Flyer,News Media,Center,https://www.allsides.com/news-source/fayetteville-flyer-media-bias,fayettevilleflyer.com
Federation of American Scientists,Think Tank / Policy Group,Center-Left,https://www.allsides.com/news-source/federation-american-scientists,fas.org
FEE.org,Think Tank / Policy Group,Center-Right,https://www.allsides.com/news-source/feeorg-media-bias,fee.org
FFX Now,News Media,Center,https://www.allsides.com/news-source/ffx-now-media-bias,ffxnow.com
Financial Times,News Media,Center,https://www.allsides.com/news-source/financial-times-media-bias,ft.com
First Coast News,News Media,Center,https://www.allsides.com/news-source/first-coast-news-media-bias,firstcoastnews.com
First Draft News,Reference,Center,https://www.allsides.com/news-source/first-draft-media-bias,firstdraftnews.org
Fiscal Times,News Media,Center-Right,https://www.allsides.com/news-source/fiscal-times,thefiscaltimes.com
Florida Daily,News Media,Center,https://www.allsides.com/news-source/florida-daily-media-bias,floridadaily.com
Florida Insider,News Media,Center,https://www.allsides.com/news-source/florida-insider-media-bias,floridainsider.com
Florida Politics,News Media,Center,https://www.allsides.com/news-source/florida-politics-media-bias,floridapolitics.com
Florida Times-Union,News Media,Center,https://www.allsides.com/news-source/florida-times-union-media-bias,jacksonville.com
Florida Today,News Media,Center,https://www.allsides.com/news-source/florida-today-media-bias,floridatoday.com
Florida's Voice,News Media,Right,https://www.allsides.com/news-source/floridas-voice-media-bias,flvoicenews.com
Floyd County Chronicle & Times,News Media,Center,https://www.allsides.com/news-source/floyd-county-chronicle-times-media-bias,floydct.com
Food Democracy Now,Think Tank / Policy Group,Center-Left,https://www.allsides.com/news-source/food-democracy-now,fooddemocracynow.org/blog
Forbes,News Media,Center,https://www.allsides.com/news-source/forbes,forbes.com
Foreign Affairs,News Media,Center,https://www.allsides.com/news-source/foreign-affairs,foreignaffairs.com
Foreign Policy,News Media,Center,https://www.allsides.com/news-source/foreign-policy-media-bias,foreignpolicy.com
Fort Bend Star,News Media,Center,https://www.allsides.com/news-source/fort-bend-star-media-bias,fortbendstar.com
Fort Worth Business Press,News Media,Center,https://www.allsides.com/news-source/fort-worth-business-press-media-bias,fortworthbusiness.com
Fort Worth Report,News Media,Center,https://www.allsides.com/news-source/forth-worth-report-media-bias,fortworthreport.org
Fort Worth Star-Telegram,News Media,Center,https://www.allsides.com/news-source/fort-worth-star-telegram-media-bias,star-telegram.com
Fortune,News Media,Center,https://www.allsides.com/news-source/fortune,fortune.com
Forward,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/forward-media-bias,forwardparty.com
Foundation Against Intolerance and Racism,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/foundation-against-intolerance-and-racism-media-bias,fairforall.org
FOX 10 Phoenix,News Media,Center,https://www.allsides.com/news-source/fox-10-phoenix-media-bias,fox10phoenix.com
FOX 13 Salt Lake City,News Media,Center,https://www.allsides.com/news-source/fox-13-salt-lake-city-media-bias,fox13now.com
Fox 13 Seattle,News Media,Center,https://www.allsides.com/news-source/fox-13-seattle-media-bias,fox13seattle.com
Fox 17 West Michigan,News Media,Center,https://www.allsides.com/news-source/fox-17-west-michigan-media-bias,fox17online.com
FOX 2 Detroit,News Media,Center,https://www.allsides.com/news-source/fox-2-detroit-media-bias,fox2detroit.com
FOX 23 Maine,News Media,Center,https://www.allsides.com/news-source/fox-23-maine-media-bias,fox23maine.com
FOX 25 KOKH,News Media,Center,https://www.allsides.com/news-source/fox-25-kokh-media-bias,okcfox.com
Fox 28 WTTE,News Media,Center,https://www.allsides.com/news-source/fox-28-wtte-media-bias,myfox28columbus.com
Fox 29 KABB,News Media,Center,https://www.allsides.com/news-source/fox-29-kabb-media-bias,foxsanantonio.com
Fox 29 Philadelphia,News Media,Center,https://www.allsides.com/news-source/fox-29-philadelphia-media-bias,fox29.com
Fox 4 Kansas City,News Media,Center,https://www.allsides.com/news-source/fox-4-kansas-city-media-bias,fox4kc.com
Fox 42 KPTM,News Media,Center,https://www.allsides.com/news-source/fox-42-kptm-media-bias,fox42kptm.com
FOX 43 WPMT,News Media,Center,https://www.allsides.com/news-source/fox-43-wpmt-media-bias,fox43.com
Fox 5 Atlanta,News Media,Center,https://www.allsides.com/news-source/fox-5-atlanta-media-bias,fox5atlanta.com
Fox 5 DC,News Media,Center,https://www.allsides.com/news-source/fox-5-dc-media-bias,fox5dc.com
FOX 5 KVVU,News Media,Center,https://www.allsides.com/news-source/fox-5-kvvu-media-bias,fox5vegas.com
Fox 56 WDKY,News Media,Center,https://www.allsides.com/news-source/fox-56-wdky-media-bias,fox56news.com
Fox 59,News Media,Center,https://www.allsides.com/news-source/fox-59-media-bias,fox59.com
Fox 6 WBRC,News Media,Center,https://www.allsides.com/news-source/fox-6-wbrc-media-bias,wbrc.com
Fox Business,News Media,Center-Right,https://www.allsides.com/news-source/fox-business-media-bias,foxbusiness.com
FOX Carolina WHNS,News Media,Center,https://www.allsides.com/news-source/fox-carolina-whns-media-bias,foxcarolina.com
Fox Nebraska KFXL,News Media,Center,https://www.allsides.com/news-source/fox-nebraska-kfxl-media-bias,foxnebraska.com
Fox News (Opinion,News Media,Right,https://www.allsides.com/news-source/fox-news-editorial-media-bias,foxnews.com/opinion.html
Fox News Digital,News Media,Right,https://www.allsides.com/news-source/fox-news-media-bias,foxnews.com
Fox News Latino,News Media,Right,https://www.allsides.com/news-source/fox-news-latino,latino.foxnews.com/index.html
Fox16,News Media,Center,https://www.allsides.com/news-source/fox16-media-bias,fox16.com
Fox21,News Media,Center,https://www.allsides.com/news-source/fox21-media-bias,fox21online.com
Fox9,News Media,Center,https://www.allsides.com/news-source/fox9-media-bias,fox9.com
Franklin Favorite,News Media,Center,https://www.allsides.com/news-source/franklin-favorite-media-bias,franklinfavorite.com
Freakonomics,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/freakonomics,freakonomics.com
Frederick News-Post,News Media,Center,https://www.allsides.com/news-source/frederick-news-post-media-bias,fredericknewspost.com
Free Beacon Fact Check,Fact Check,Right,https://www.allsides.com/news-source/free-beacon-fact-check-media-bias,freebeacon.com/fact-check
Free Press,Think Tank / Policy Group,Left,https://www.allsides.com/news-source/free-press-media-bias,freepress.net
FrontPage Magazine,News Media,Right,https://www.allsides.com/news-source/frontpage-magazine,frontpagemag.com
Gainesville Daily Register,News Media,Center,https://www.allsides.com/news-source/gainesville-daily-register-media-bias,gainesvilleregister.com
Gainesville Sun,News Media,Center,https://www.allsides.com/news-source/gainesville-sun-media-bias,gainesville.com
Gallatin News,News Media,Center,https://www.allsides.com/news-source/gallatin-news-media-bias,gallatinnews.com
Gallup,Reference,Center,https://www.allsides.com/news-source/gallup,gallup.com/home.aspx
Galveston County The Daily News,News Media,Center,https://www.allsides.com/news-source/galveston-county-daily-news-media-bias,galvnews.com
Gay City News,News Media,Center-Left,https://www.allsides.com/news-source/gay-city-news-media-bias,gaycitynews.com
Gay Times,News Media,Center-Left,https://www.allsides.com/news-source/gay-times-media-bias,gaytimes.co.uk
GayBuzzer,News Media,Center,https://www.allsides.com/news-source/gaybuzzer-media-bias,gaybuzzer.com
GayNewsToday,News Media,Left,https://www.allsides.com/news-source/gaynewstoday-media-bias,gaynewstoday.com
GayStarNews,News Media,Left,https://www.allsides.com/news-source/gaystarnews-media-bias,gaystarnews.com
GB News,News Media,Center-Right,https://www.allsides.com/news-source/gb-news-media-bias,gbnews.com
Gell,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/gell-media-bias,gell.com
Georgia Asian Times,News Media,Center,https://www.allsides.com/news-source/georgia-asian-times-media-bias,gasiantimes.com
Georgia Law News,News Media,Center,https://www.allsides.com/news-source/georgia-law-news-media-bias,georgialawnews.com
Georgia Recorder,News Media,Center,https://www.allsides.com/news-source/georgia-recorder-media-bias,georgiarecorder.com
Georgia Voice,News Media,Left,https://www.allsides.com/news-source/georgia-voice-media-bias,thegavoice.com
Gigafact,News Media,Center,https://www.allsides.com/news-source/gigafact-media-bias,gigafact.org
Gillette News Record,News Media,Center,https://www.allsides.com/news-source/gillette-news-record-media-bias,gillettenewsrecord.com
Gizmodo,News Media,Center-Left,https://www.allsides.com/news-source/gizmodo,gizmodo.com
GLAAD,News Media,Center-Left,https://www.allsides.com/news-source/glaad-media-bias,glaad.org
GLAAD,Think Tank / Policy Group,Left,https://www.allsides.com/news-source/glaad-media-bias-0,glaad.org
Glenn Greenwald,News Media,Center,https://www.allsides.com/news-source/glenn-greenwald-media-bias,greenwald.substack.com
Global Disinformation Index,Think Tank / Policy Group,Left,https://www.allsides.com/news-source/global-disinformation-index-media-bias,disinformationindex.org
Global News,News Media,Center-Left,https://www.allsides.com/news-source/global-news-media-bias,globalnews.ca
GoLocal Providence,News Media,Center,https://www.allsides.com/news-source/golocal-providence-media-bias,golocalprov.com
Good Faith Media,News Media,Center-Left,https://www.allsides.com/news-source/good-faith-media-media-bias,goodfaithmedia.org
Good News Magazine,News Media,Center-Right,https://www.allsides.com/news-source/good-news-magazine-media-bias,goodnewsmag.org
Google News,News Media,Center-Left,https://www.allsides.com/news-source/google-news-media-bias,news.google.com
GOP.gov,Think Tank / Policy Group,Right,https://www.allsides.com/news-source/gopgov,gop.gov
Gothamist,News Media,Center,https://www.allsides.com/news-source/gothamist-media-bias,gothamist.com
Govt. Accountability Office,Reference,Center,https://www.allsides.com/news-source/government-accountability-office-media-bias,gao.gov
GQ.com,News Media,Center-Left,https://www.allsides.com/news-source/gqcom-media-bias,gq.com
Grand Forks Herald,News Media,Center,https://www.allsides.com/news-source/grand-forks-herald-media-bias,grandforksherald.com
Green Bay Press-Gazette,News Media,Center,https://www.allsides.com/news-source/green-bay-press-gazette-media-bias,greenbaypressgazette.com
Greenfield Daily Reporter,News Media,Center,https://www.allsides.com/news-source/greenfield-daily-reporter-media-bias,greenfieldreporter.com
Greenwich Time,News Media,Center,https://www.allsides.com/news-source/greenwich-time-media-bias,greenwichtime.com
Grid,News Media,Center-Left,https://www.allsides.com/news-source/grid-media-bias,grid.news
Grist,News Media,Center-Left,https://www.allsides.com/news-source/grist,grist.org
Haaretz,News Media,Center-Left,https://www.allsides.com/news-source/haaretz-media-bias,haaretz.com
Hampton Roads Messenger,News Media,Center,https://www.allsides.com/news-source/hampton-roads-messanger,hamptonroadsmessenger.com
Handgun Control Inc,,Center-Left,https://www.allsides.com/news-source/handgun-control-inc,bradyunited.org/about-us/our-history
Harlan Enterprise,News Media,Center,https://www.allsides.com/news-source/harlan-enterprise-media-bias,harlanenterprise.net
Harrison Daily Times,News Media,Center,https://www.allsides.com/news-source/harrison-daily-times-media-bias,harrisondaily.com
HarrisX,Reference,Center,https://www.allsides.com/news-source/harrisx-media-bias,harrisx.com
Hartford Business Journal,News Media,Center-Left,https://www.allsides.com/news-source/hartford-business-journal-media-bias,hartfordbusiness.com
Hartford Courant,News Media,Center,https://www.allsides.com/news-source/hartford-courant-media-bias,courant.com
Harvard Business School,News Media,Center-Left,https://www.allsides.com/news-source/harvard-business-school,hbswk.hbs.edu
Harvard CAPS / Harris Poll,Reference,Center,https://www.allsides.com/news-source/harvard-caps-harris-poll-media-bias,harvardharrispoll.com
Hastings Tribune,News Media,Center,https://www.allsides.com/news-source/hastings-tribune-media-bias,hastingstribune.com
Hattiesburg American,News Media,Center,https://www.allsides.com/news-source/hattiesburg-american-media-bias,hattiesburgamerican.com
Hawaii News Now,News Media,Center,https://www.allsides.com/news-source/hawaii-news-now-media-bias,hawaiinewsnow.com
Hawaii News Now,News Media,Center,https://www.allsides.com/news-source/hawaii-news-now-media-bias-0,hawaiinewsnow.com
Hawaii News Online,News Media,Center,https://www.allsides.com/news-source/hawaii-news-online-media-bias,hawaiinews.online
Hawaii Public Radio,News Media,Center,https://www.allsides.com/news-source/hawaii-public-radio-media-bias,hawaiipublicradio.org
Hawaii Tribune-Herald,News Media,Center,https://www.allsides.com/news-source/hawaii-tribune-herald-media-bias,hawaiitribune-herald.com
Hays Free Press,News Media,Center,https://www.allsides.com/news-source/hays-free-press-media-bias,haysfreepress.com
Healthcare.gov,Think Tank / Policy Group,Center-Left,https://www.allsides.com/news-source/healthcaregov,healthcare.gov
Heart of the Rockies Radio,News Media,Center,https://www.allsides.com/news-source/heart-rockies-radio-media-bias,heartoftherockiesradio.com
Heavy.com,News Media,Center,https://www.allsides.com/news-source/heavycom-media-bias,heavy.com
Hendricks County Business Leader,News Media,Center,https://www.allsides.com/news-source/hendricks-county-business-leader-media-bias,myhcicon.com
Herald & Review,News Media,Center,https://www.allsides.com/news-source/herald-review-media-bias,herald-review.com
Herald Democrat,News Media,Left,https://www.allsides.com/news-source/herald-democrat-0,heralddemocrat.com
Herald-Dispatch,News Media,Center-Left,https://www.allsides.com/news-source/herald-dispatch,herald-dispatch.com
Herald-Tribune,News Media,Center-Left,https://www.allsides.com/news-source/herald-tribune-media-bias,heraldtribune.com
Heterodox Academy,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/heterodox-academy-media-bias,heterodoxacademy.org
High Point Enterprise,News Media,Center,https://www.allsides.com/news-source/high-point-enterprise,hpenews.com
High Times,News Media,Center-Left,https://www.allsides.com/news-source/high-times-media-bias,hightimes.com
Hill Country Community Journal,News Media,Center,https://www.allsides.com/news-source/hill-country-community-journal-media-bias,hccommunityjournal.com
Hindustan Times,News Media,Center,https://www.allsides.com/news-source/hindustan-times-media-bias,hindustantimes.com
Hingham Anchor,News Media,Center,https://www.allsides.com/news-source/hingham-anchor-media-bias,hinghamanchor.com
Hip Latina,News Media,Left,https://www.allsides.com/news-source/hip-latina-media-bias,hiplatina.com
HNG News,News Media,Center,https://www.allsides.com/news-source/hng-news-media-bias,hngnews.com
Hobbs News-Sun,News Media,Center,https://www.allsides.com/news-source/hobbs-news-sun-media-bias,hobbsnews.com
Home News Here,News Media,Center,https://www.allsides.com/news-source/home-news-here-media-bias,homenewshere.com
Homeland Security Today,News Media,Center-Left,https://www.allsides.com/news-source/homeland-security-today-media-bias,hstoday.us
Homer News,News Media,Center,https://www.allsides.com/news-source/homer-news-media-bias,homernews.com
Honolulu Civil Beat,News Media,Center,https://www.allsides.com/news-source/honolulu-civil-beat,civilbeat.org
Honolulu Star-Advertiser,News Media,Center,https://www.allsides.com/news-source/honolulu-star-advertiser-media-bias,staradvertiser.com
Hoover Institution,,Center-Right,https://www.allsides.com/news-source/hoover-institution,hoover.org/publications/hoover-digest
Hot Springs Sentinel-Record,News Media,Center,https://www.allsides.com/news-source/hot-springs-sentinel-record-media-bias,hotsr.com
HotAir,News Media,Center-Right,https://www.allsides.com/news-source/hotair,hotair.com
Houston Chronicle,News Media,Center,https://www.allsides.com/news-source/houston-chronicle-media-bias,houstonchronicle.com
Houston Public Media,News Media,Center,https://www.allsides.com/news-source/houston-public-media-media-bias,houstonpublicmedia.org
How Do We Fix It,Podcast,Center,https://www.allsides.com/news-source/how-do-we-fix-it,howdowefixit.me
Hudson Institute,,Center-Right,https://www.allsides.com/news-source/hudson-institute,hudson.org/about/for-the-media
HuffPost,News Media,Left,https://www.allsides.com/news-source/huffpost-media-bias,huffpost.com
Human Events,News Media,Center-Right,https://www.allsides.com/news-source/human-events-media-bias,humanevents.com
Human Rights Campaign,Think Tank / Policy Group,Left,https://www.allsides.com/news-source/human-rights-campaign-media-bias,hrc.org
Human Rights Watch,Reference,Center,https://www.allsides.com/news-source/human-rights-watch-media-bias,hrw.org/news
Hungarian Conservative,News Media,Center-Right,https://www.allsides.com/news-source/hungarian-conservative-media-bias,hungarianconservative.com
i,News Media,Center,https://www.allsides.com/news-source/i-media-bias,inews.co.uk
Idaho Press,News Media,Center,https://www.allsides.com/news-source/idaho-press-media-bias,idahopress.com
Idaho State Journal,News Media,Center,https://www.allsides.com/news-source/idaho-state-journal-media-bias,idahostatejournal.com
Idaho Statesman,News Media,Center,https://www.allsides.com/news-source/idaho-statesman-media-bias,idahostatesman.com
Ideastream Public Media,News Media,Center-Left,https://www.allsides.com/news-source/ideastream-public-media-media-bias,ideastream.org
Illinois Newsroom,News Media,Center-Left,https://www.allsides.com/news-source/illinois-newsroom-media-bias,illinoisnewsroom.org
In Depth NH,News Media,Center,https://www.allsides.com/news-source/depth-nh-media-bias,indepthnh.org
In the Grey,Video,Left,https://www.allsides.com/news-source/grey-media-bias,youtube.com/c/godisgrey
In This Together,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/together-media-bias,inthistogetheramerica.org
Inacow,News Media,Right,https://www.allsides.com/news-source/inacow,inacow.com
IncentFit,News Media,Center,https://www.allsides.com/news-source/incentfit-media-bias,incentfit.com
Independent Institute,Think Tank / Policy Group,Center-Right,https://www.allsides.com/news-source/independent-institute,independent.org
Independent Journal Review,News Media,Right,https://www.allsides.com/news-source/independent-journal-review,ijr.com
Independent Record,News Media,Center,https://www.allsides.com/news-source/independent-record-media-bias,helenair.com
Indiana 105,News Media,Center,https://www.allsides.com/news-source/indiana-105-media-bias,indiana105.com
Indiana Daily Student,News Media,Center,https://www.allsides.com/news-source/indiana-daily-student,idsnews.com
Indiana Public Media,News Media,Center,https://www.allsides.com/news-source/indiana-public-media-media-bias,indianapublicmedia.org
Indianapolis Business Journal,News Media,Center,https://www.allsides.com/news-source/indianapolis-business-journal-media-bias,ibj.com
Indianapolis News Source,News Media,Center,https://www.allsides.com/news-source/indianapolis-news-source-media-bias,indynewssource.com
Indianapolis Recorder,News Media,Center,https://www.allsides.com/news-source/indianapolis-recorder-media-bias,indianapolisrecorder.com
Indy Online,News Media,Center,https://www.allsides.com/news-source/indy-online,theindyonline.com
Indy Week,News Media,Center-Left,https://www.allsides.com/news-source/indy-week,indyweek.com
IndyStar,News Media,Center,https://www.allsides.com/news-source/indystar-media-bias,indystar.com
Inforum,News Media,Center,https://www.allsides.com/news-source/inforum-media-bias,inforum.com
InfoWars,News Media,Right,https://www.allsides.com/news-source/infowars,infowars.com
Inland Valley Daily Bulletin,News Media,Center,https://www.allsides.com/news-source/inland-valley-daily-bulletin-media-bias,dailybulletin.com
InMenlo,News Media,Center,https://www.allsides.com/news-source/inmenlo-media-bias,inmenlo.com
Inside Higher Ed,News Media,Center-Left,https://www.allsides.com/news-source/inside-higher-ed-media-bias,insidehighered.com
Inside Philanthropy,News Media,Center,https://www.allsides.com/news-source/inside-philanthropy,insidephilanthropy.com
InsiderNJ,News Media,Center-Left,https://www.allsides.com/news-source/insidernj-media-bias,insidernj.com
Institute for Cultural Evolution,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/institute-cultural-evolution-media-bias,culturalevolution.org
Institute for International Economics,,Center,https://www.allsides.com/news-source/institute-international-economics,piie.com
Intellectual Conservative,News Media,Center-Right,https://www.allsides.com/news-source/intellectual-conservative,intellectualconservative.com
International Business Times,News Media,Center,https://www.allsides.com/news-source/international-business-times,ibtimes.com
International Institute for Strategic Studies,,Center,https://www.allsides.com/news-source/international-institute-strategic-studies,iiss.org
Investopedia,News Media,Center,https://www.allsides.com/news-source/investopedia-media-bias,investopedia.com
Investor's Business Daily,News Media,Center-Right,https://www.allsides.com/news-source/investors-business-daily,investors.com
Iowa Capital Dispatch,News Media,Center,https://www.allsides.com/news-source/iowa-capital-dispatch-media-bias,iowacapitaldispatch.com
Iowa Public Radio,News Media,Center,https://www.allsides.com/news-source/iowa-public-radio-media-bias,iowapublicradio.org
Iowa State Daily,News Media,Center,https://www.allsides.com/news-source/iowa-state-daily-media-bias,iowastatedaily.com
Ipsos,Reference,Center,https://www.allsides.com/news-source/ipsos-media-bias,ipsos.com/en-us
Iredell Free News,News Media,Center,https://www.allsides.com/news-source/iredell-free-news-media-bias,iredellfreenews.com
Irving Weekly,News Media,Center,https://www.allsides.com/news-source/irving-weekly-media-bias,irvingweekly.com
Issue One,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/issue-one-media-bias,issueone.org
ITV,News Media,Center,https://www.allsides.com/news-source/itv-media-bias,itv.com/news
IVN,News Media,Center,https://www.allsides.com/news-source/ivn,ivn.us
Jackson Hole News&Guide,News Media,Center,https://www.allsides.com/news-source/jackson-hole-newsguide-media-bias,jhnewsandguide.com
Jacobin,News Media,Left,https://www.allsides.com/news-source/jacobin-media-bias,jacobinmag.com
Jamestown Press,News Media,Center,https://www.allsides.com/news-source/jamestown-press-media-bias,jamestownpress.com
Jefferson City News Tribune,News Media,Center,https://www.allsides.com/news-source/jefferson-city-news-tribune-media-bias,newstribune.com
Jefferson Public Radio,News Media,Center,https://www.allsides.com/news-source/jefferson-public-radio-media-bias,ijpr.org
Jersey Shore Online,News Media,Center,https://www.allsides.com/news-source/jersey-shore-online-media-bias,jerseyshoreonline.com
Jewish Insider,News Media,Center,https://www.allsides.com/news-source/jewish-insider-media-bias,jewishinsider.com
Jezebel,News Media,Left,https://www.allsides.com/news-source/jezebel-media-bias,jezebel.com
JoeMyGod,News Media,Left,https://www.allsides.com/news-source/joemygod-media-bias,joemygod.com
Journal News,News Media,Center,https://www.allsides.com/news-source/journal-news-media-bias,journal-news.com
Journalist's Resource,News Media,Center,https://www.allsides.com/news-source/journalists-resource,journalistsresource.org
JRL Charts,News Media,Left,https://www.allsides.com/news-source/jrl-charts-media-bias,jrlcharts.com
JSTOR Daily,News Media,Center,https://www.allsides.com/news-source/jstor-daily-media-bias,daily.jstor.org
Jubilee Media,News Media,Center-Left,https://www.allsides.com/news-source/jubilee-media-bias,jubileemedia.com
Judicial Watch,News Media,Center-Right,https://www.allsides.com/news-source/judicial-watch,judicialwatch.org
Just Facts,Reference,Center,https://www.allsides.com/news-source/just-facts-media-bias,justfacts.com
Just Security,News Media,Center,https://www.allsides.com/news-source/just-security-media-bias,justsecurity.org
Just The News,News Media,Center-Right,https://www.allsides.com/news-source/just-news-media-bias,justthenews.com
K2 Radio,News Media,Center,https://www.allsides.com/news-source/k2-radio-media-bias,k2radio.com/category/wyoming-news
Kaiser Family Foundation,Reference,Center,https://www.allsides.com/news-source/kaiser-family-foundation-media-bias,kff.org
KAKE,News Media,Center,https://www.allsides.com/news-source/kake-media-bias,kake.com
KALW.org,News Media,Center,https://www.allsides.com/news-source/kalworg-media-bias,kalw.org
Kane County Chronicle,News Media,Center,https://www.allsides.com/news-source/kane-county-chronicle-media-bias,shawlocal.com/kane-county-chronicle
Kansas Public Radio,News Media,Center,https://www.allsides.com/news-source/kansas-public-radio-media-bias,kansaspublicradio.org
Kansas Reflector,News Media,Center-Left,https://www.allsides.com/news-source/kansas-reflector-media-bias-0,kansasreflector.com
Kansas Reflector,News Media,Center-Left,https://www.allsides.com/news-source/kansas-reflector-media-bias,kansasreflector.com
KARE11,News Media,Center,https://www.allsides.com/news-source/kare11-media-bias,kare11.com
KARK,News Media,Center,https://www.allsides.com/news-source/kark-media-bias,kark.com
KARK 4 News,News Media,Center-Left,https://www.allsides.com/news-source/kark-4-news-media-bias,kark.com
KATU,News Media,Center,https://www.allsides.com/news-source/katu-media-bias,katu.com
KBND,News Media,Center,https://www.allsides.com/news-source/kbnd-media-bias,kbnd.com
KBOI 2,News Media,Center,https://www.allsides.com/news-source/kboi-2-media-bias,idahonews.com
KBZK 7,News Media,Center,https://www.allsides.com/news-source/kbzk-7-media-bias,kbzk.com
KCST,News Media,Center,https://www.allsides.com/news-source/kcst-media-bias,kcfmradio.com
